,Origin_name,Origin_code,Gender_Code,Destination_name,Destination_code,1970
1328,Albania,ALB,TOT,Saint Pierre and Miquelon,SPM,0
1329,Albania,ALB,TOT,Samoa,WSM,0
1330,Albania,ALB,TOT,San Marino,SMR,0
1331,Albania,ALB,TOT,Sao Tome and Principe,STP,0
1332,Albania,ALB,TOT,Saudi Arabia,SAU,4
1333,Albania,ALB,TOT,Senegal,SEN,2
1334,Albania,ALB,TOT,Serbia,SRB,..
1335,Albania,ALB,TOT,Serbia and Montenegro,SCG,1053
1336,Albania,ALB,TOT,Seychelles,SYC,0
1337,Albania,ALB,TOT,Sierra Leone,SLE,2
1338,Albania,ALB,TOT,Singapore,SGP,0
1339,Albania,ALB,TOT,Slovak Republic,SVK,5
1340,Albania,ALB,TOT,Slovenia,SVN,309
1341,Albania,ALB,TOT,Solomon Islands,SLB,0
1342,Albania,ALB,TOT,Somalia,SOM,0
1343,Albania,ALB,TOT,South Africa,ZAF,94
1344,Albania,ALB,TOT,Spain,ESP,141
1345,Albania,ALB,TOT,Sri Lanka,LKA,0
1346,Albania,ALB,TOT,St. Kitts and Nevis,KNA,0
1347,Albania,ALB,TOT,St. Lucia,LCA,0
1348,Albania,ALB,TOT,St. Vincent and the Grenadines,VCT,0
1349,Albania,ALB,TOT,Sudan,SDN,1
1350,Albania,ALB,TOT,Suriname,SUR,0
1351,Albania,ALB,TOT,Swaziland,SWZ,0
1352,Albania,ALB,TOT,Sweden,SWE,83
1353,Albania,ALB,TOT,Switzerland,CHE,145
1354,Albania,ALB,TOT,Syrian Arab Republic,SYR,18
1355,Albania,ALB,TOT,"Taiwan, China",TWN,0
1356,Albania,ALB,TOT,Tajikistan,TJK,0
1357,Albania,ALB,TOT,Tanzania,TZA,9
1358,Albania,ALB,TOT,Thailand,THA,73
1359,Albania,ALB,TOT,Timor-Leste,TLS,0
1360,Albania,ALB,TOT,Togo,TGO,38
1361,Albania,ALB,TOT,Tokelau,TKL,0
1362,Albania,ALB,TOT,Tonga,TON,0
1363,Albania,ALB,TOT,Trinidad and Tobago,TTO,1
1364,Albania,ALB,TOT,Tunisia,TUN,0
1365,Albania,ALB,TOT,Turkey,TUR,3240
1366,Albania,ALB,TOT,Turkmenistan,TKM,0
1367,Albania,ALB,TOT,Turks and Caicos Islands,TCA,0
1368,Albania,ALB,TOT,Tuvalu,TUV,0
1369,Albania,ALB,TOT,Uganda,UGA,0
1370,Albania,ALB,TOT,Ukraine,UKR,0
1371,Albania,ALB,TOT,United Arab Emirates,ARE,3
1372,Albania,ALB,TOT,United Kingdom,GBR,6396
1373,Albania,ALB,TOT,United States,USA,10865
1374,Albania,ALB,TOT,Uruguay,URY,0
1375,Albania,ALB,TOT,Uzbekistan,UZB,0
1376,Albania,ALB,TOT,Vanuatu,VUT,0
1377,Albania,ALB,TOT,"Venezuela, RB",VEN,0
1378,Albania,ALB,TOT,Vietnam,VNM,0
1379,Albania,ALB,TOT,Virgin Islands (U.S.),VIR,1
1380,Albania,ALB,TOT,"Virgin Islands, British",VGB,0
1381,Albania,ALB,TOT,Wallis and Futuna,WLF,0
1382,Albania,ALB,TOT,West Bank and Gaza,PSE,20
1383,Albania,ALB,TOT,"Yemen, Rep.",YEM,13
1384,Albania,ALB,TOT,Zambia,ZMB,0
1385,Albania,ALB,TOT,Zimbabwe,ZWE,7
1848,Algeria,DZA,TOT,Afghanistan,AFG,30
1849,Algeria,DZA,TOT,Albania,ALB,0
1850,Algeria,DZA,TOT,Algeria,DZA,0
1851,Algeria,DZA,TOT,American Samoa,ASM,0
1852,Algeria,DZA,TOT,Andorra,AND,1
1853,Algeria,DZA,TOT,Angola,AGO,4
1854,Algeria,DZA,TOT,Anguilla,AIA,0
1855,Algeria,DZA,TOT,Antigua and Barbuda,ATG,2
1856,Algeria,DZA,TOT,Argentina,ARG,34
1857,Algeria,DZA,TOT,Armenia,ARM,0
1858,Algeria,DZA,TOT,Aruba,ABW,5
1859,Algeria,DZA,TOT,Australia,AUS,353
1860,Algeria,DZA,TOT,Austria,AUT,1383
1861,Algeria,DZA,TOT,Azerbaijan,AZE,0
1862,Algeria,DZA,TOT,"Bahamas, The",BHS,2
1863,Algeria,DZA,TOT,Bahrain,BHR,0
1864,Algeria,DZA,TOT,Bangladesh,BGD,78
1865,Algeria,DZA,TOT,Barbados,BRB,2
1866,Algeria,DZA,TOT,Belarus,BLR,0
1867,Algeria,DZA,TOT,Belgium,BEL,6775
